MSTRG.2	Zm00001d027230
MSTRG.15605	Zm00001d003774
MSTRG.15607	Zm00001d003745
MSTRG.15610	Zm00001d003746
MSTRG.15611	Zm00001d003747
MSTRG.15612	Zm00001d003751
MSTRG.15613	Zm00001d003749
MSTRG.15614	Zm00001d003750
MSTRG.15615	Zm00001d003756
MSTRG.15619	Zm00001d003753
MSTRG.15620	Zm00001d003754
MSTRG.15621	Zm00001d003755
MSTRG.15622	Zm00001d003757
MSTRG.15623	Zm00001d003758
MSTRG.15624	Zm00001d003759
MSTRG.15625	Zm00001d003760
MSTRG.15626	Zm00001d003761
MSTRG.15627	Zm00001d003762
MSTRG.15629	Zm00001d003767
MSTRG.15630	Zm00001d003763
MSTRG.15631	Zm00001d003765
MSTRG.15635	Zm00001d003768
MSTRG.15636	Zm00001d003769
MSTRG.15637	Zm00001d003770
MSTRG.15638	Zm00001d003772
MSTRG.15639	Zm00001d003773
MSTRG.15640	Zm00001d003794
MSTRG.15644	Zm00001d003796
MSTRG.15646	Zm00001d003797
MSTRG.15648	Zm00001d003775
MSTRG.15650	Zm00001d003776
MSTRG.15652	Zm00001d003779
MSTRG.15653	Zm00001d003777
MSTRG.15654	Zm00001d003778
MSTRG.15659	Zm00001d003780
MSTRG.15660	Zm00001d003781
MSTRG.15662	Zm00001d003782
MSTRG.15663	Zm00001d003783
MSTRG.15664	Zm00001d003784
MSTRG.15665	Zm00001d003785
MSTRG.15667	Zm00001d003786
MSTRG.15669	Zm00001d003788
MSTRG.15670	Zm00001d003789
MSTRG.15671	Zm00001d003790
MSTRG.15672	Zm00001d003792
MSTRG.15673	Zm00001d003791
MSTRG.15674	Zm00001d003793
MSTRG.15675	Zm00001d003800
MSTRG.15676	Zm00001d003801
MSTRG.15677	Zm00001d003800
MSTRG.15678	Zm00001d003802
MSTRG.15679	Zm00001d003803
MSTRG.15680	Zm00001d003804
MSTRG.15681	Zm00001d003806
MSTRG.15685	Zm00001d003807
MSTRG.15687	Zm00001d003810
MSTRG.15688	Zm00001d003809
MSTRG.15690	Zm00001d003814
MSTRG.15695	Zm00001d003811
MSTRG.15696	Zm00001d003812
MSTRG.15698	Zm00001d003813
MSTRG.15703	Zm00001d003820
MSTRG.15704	Zm00001d003822
MSTRG.15706	Zm00001d003817
MSTRG.15707	Zm00001d003835
MSTRG.15710	Zm00001d003823
MSTRG.15711	Zm00001d003824
MSTRG.15712	Zm00001d003825
MSTRG.15713	Zm00001d003826
MSTRG.15714	Zm00001d003828
MSTRG.15715	Zm00001d003830
MSTRG.15716	Zm00001d003829
MSTRG.15720	Zm00001d003833
MSTRG.15721	Zm00001d003836
MSTRG.15723	Zm00001d003839
MSTRG.15726	Zm00001d003840
MSTRG.15728	Zm00001d003841
MSTRG.15730	Zm00001d003846
MSTRG.15731	Zm00001d003847
MSTRG.15732	Zm00001d003848
MSTRG.15735	Zm00001d003851
MSTRG.15738	Zm00001d003850
MSTRG.15740	Zm00001d003849
MSTRG.15747	Zm00001d003878
MSTRG.15748	Zm00001d003877
MSTRG.15758	Zm00001d003881
MSTRG.15761	Zm00001d003884
MSTRG.15762	Zm00001d003885
MSTRG.15764	Zm00001d003886
MSTRG.15768	Zm00001d003888
MSTRG.15769	Zm00001d003879
MSTRG.15772	Zm00001d003900
MSTRG.15774	Zm00001d003852
MSTRG.15775	Zm00001d003855
MSTRG.15776	Zm00001d003856
MSTRG.15777	Zm00001d003857
MSTRG.15778	Zm00001d003861
MSTRG.15779	Zm00001d003859
MSTRG.15780	Zm00001d003860
MSTRG.15783	Zm00001d003863
MSTRG.15785	Zm00001d003864
MSTRG.15791	Zm00001d003866
MSTRG.15792	Zm00001d003865
MSTRG.15794	Zm00001d003867
MSTRG.15796	Zm00001d003869
MSTRG.15797	Zm00001d003870
MSTRG.15798	Zm00001d003872
MSTRG.15798	Zm00001d003875
MSTRG.15799	Zm00001d003871
MSTRG.15807	Zm00001d003889
MSTRG.15808	Zm00001d003890
MSTRG.15810	Zm00001d003894
MSTRG.15815	Zm00001d003895
MSTRG.15816	Zm00001d003896
MSTRG.15817	Zm00001d003897
MSTRG.15825	Zm00001d003902
MSTRG.15827	Zm00001d003903
MSTRG.15829	Zm00001d003904
MSTRG.15843	Zm00001d003911
MSTRG.15844	Zm00001d003905
MSTRG.15845	Zm00001d003906
MSTRG.15845	Zm00001d003907
MSTRG.15846	Zm00001d003908
MSTRG.15847	Zm00001d003910
MSTRG.15849	Zm00001d003912
MSTRG.15850	Zm00001d003913
MSTRG.15852	Zm00001d003920
MSTRG.15853	Zm00001d003917
MSTRG.15857	Zm00001d003922
MSTRG.15861	Zm00001d003923
MSTRG.15865	Zm00001d003924
MSTRG.15876	Zm00001d003927
MSTRG.15877	Zm00001d003925
MSTRG.15879	Zm00001d003928
MSTRG.15881	Zm00001d003930
MSTRG.15883	Zm00001d003931
MSTRG.15884	Zm00001d003934
MSTRG.15885	Zm00001d003936
MSTRG.15886	Zm00001d003935
MSTRG.15887	Zm00001d003937
MSTRG.15892	Zm00001d003938
MSTRG.15893	Zm00001d003939
MSTRG.15894	Zm00001d003941
MSTRG.15895	Zm00001d003943
MSTRG.15902	Zm00001d003953
MSTRG.15905	Zm00001d003954
MSTRG.15907	Zm00001d003967
MSTRG.15911	Zm00001d003968
MSTRG.15912	Zm00001d003947
MSTRG.15914	Zm00001d003945
MSTRG.15917	Zm00001d003969
MSTRG.15918	Zm00001d003970
MSTRG.15919	Zm00001d003957
MSTRG.15921	Zm00001d003958
MSTRG.15924	Zm00001d003962
MSTRG.15925	Zm00001d003961
MSTRG.15926	Zm00001d003964
MSTRG.15927	Zm00001d003965
MSTRG.15928	Zm00001d003966
MSTRG.15931	Zm00001d003948
MSTRG.15932	Zm00001d003949
MSTRG.15935	Zm00001d003950
MSTRG.15938	Zm00001d003981
MSTRG.15939	Zm00001d003982
MSTRG.15940	Zm00001d003974
MSTRG.15941	Zm00001d003972
MSTRG.15942	Zm00001d003973
MSTRG.15944	Zm00001d003975
MSTRG.15946	Zm00001d003978
MSTRG.15947	Zm00001d003983
MSTRG.15949	Zm00001d003986
MSTRG.15950	Zm00001d003984
MSTRG.15957	Zm00001d003992
MSTRG.15958	Zm00001d003990
MSTRG.15959	Zm00001d003993
MSTRG.15962	Zm00001d003994
MSTRG.15963	Zm00001d003995
MSTRG.15964	Zm00001d003996
MSTRG.15969	Zm00001d003999
MSTRG.15970	Zm00001d004000
MSTRG.15971	Zm00001d004001
MSTRG.15972	Zm00001d004002
MSTRG.15973	Zm00001d004006
MSTRG.15975	Zm00001d004004
MSTRG.15978	Zm00001d004008
MSTRG.15983	Zm00001d004009
MSTRG.15986	Zm00001d004013
MSTRG.15987	Zm00001d004014
MSTRG.15991	Zm00001d004012
MSTRG.15992	Zm00001d004015
MSTRG.15993	Zm00001d004016
MSTRG.15997	Zm00001d004018
MSTRG.15998	Zm00001d004019
MSTRG.15999	Zm00001d004020
MSTRG.16000	Zm00001d004021
MSTRG.16001	Zm00001d004022
MSTRG.16002	Zm00001d004023
MSTRG.16012	Zm00001d004025
MSTRG.16016	Zm00001d004033
MSTRG.16018	Zm00001d004035
MSTRG.16022	Zm00001d004039
MSTRG.16028	Zm00001d004040
MSTRG.16029	Zm00001d004036
MSTRG.16040	Zm00001d004048
MSTRG.16041	Zm00001d004051
MSTRG.16043	Zm00001d004041
MSTRG.16043	Zm00001d004042
MSTRG.16044	Zm00001d004064
MSTRG.16046	Zm00001d004065
MSTRG.16047	Zm00001d004066
MSTRG.16049	Zm00001d004052
MSTRG.16051	Zm00001d004057
MSTRG.16052	Zm00001d004053
MSTRG.16053	Zm00001d004055
MSTRG.16054	Zm00001d004058
MSTRG.16055	Zm00001d004059
MSTRG.16056	Zm00001d004063
MSTRG.16058	Zm00001d004061
MSTRG.16059	Zm00001d004062
MSTRG.16060	Zm00001d004070
MSTRG.16062	Zm00001d004071
MSTRG.16065	Zm00001d004073
MSTRG.16069	Zm00001d004078
MSTRG.16069	Zm00001d004079
MSTRG.16070	Zm00001d004075
MSTRG.16071	Zm00001d004080
MSTRG.16072	Zm00001d004081
MSTRG.16075	Zm00001d004083
MSTRG.16082	Zm00001d004085
MSTRG.16084	Zm00001d004086
MSTRG.16086	Zm00001d004087
MSTRG.16087	Zm00001d004088
MSTRG.16088	Zm00001d004089
MSTRG.16089	Zm00001d004090
MSTRG.16109	Zm00001d004091
MSTRG.16121	Zm00001d004105
MSTRG.16122	Zm00001d004095
MSTRG.16124	Zm00001d004096
MSTRG.16125	Zm00001d004097
MSTRG.16126	Zm00001d004098
MSTRG.16129	Zm00001d004099
MSTRG.16132	Zm00001d004102
MSTRG.16140	Zm00001d004109
MSTRG.16142	Zm00001d004115
MSTRG.16144	Zm00001d004116
MSTRG.16146	Zm00001d004118
MSTRG.16147	Zm00001d004119
MSTRG.16150	Zm00001d004120
MSTRG.16150	Zm00001d004121
MSTRG.16158	Zm00001d004126
MSTRG.16163	Zm00001d004127
MSTRG.16169	Zm00001d004128
MSTRG.16170	Zm00001d004130
MSTRG.16171	Zm00001d004131
MSTRG.16174	Zm00001d004132
MSTRG.16175	Zm00001d004133
MSTRG.16176	Zm00001d004138
MSTRG.16177	Zm00001d004134
MSTRG.16178	Zm00001d004135
MSTRG.16180	Zm00001d004136
MSTRG.16182	Zm00001d004137
MSTRG.16183	Zm00001d004139
MSTRG.16185	Zm00001d004140
MSTRG.16186	Zm00001d004141
MSTRG.16192	Zm00001d004143
MSTRG.16193	Zm00001d004144
MSTRG.16194	Zm00001d004145
MSTRG.16196	Zm00001d004146
MSTRG.16197	Zm00001d004147
MSTRG.16207	Zm00001d004152
MSTRG.16211	Zm00001d004165
MSTRG.16212	Zm00001d004166
MSTRG.16213	Zm00001d004162
MSTRG.16216	Zm00001d004164
MSTRG.16217	Zm00001d004159
MSTRG.16222	Zm00001d004167
MSTRG.16224	Zm00001d004153
MSTRG.16224	Zm00001d004154
MSTRG.16226	Zm00001d004155
MSTRG.16229	Zm00001d004123
MSTRG.16230	Zm00001d004125
MSTRG.16234	Zm00001d004169
MSTRG.16246	Zm00001d004168
MSTRG.16249	Zm00001d004172
MSTRG.16250	Zm00001d004173
MSTRG.16255	Zm00001d004176
MSTRG.16261	Zm00001d004183
MSTRG.16262	Zm00001d004184
MSTRG.16263	Zm00001d004187
MSTRG.16266	Zm00001d004190
MSTRG.16267	Zm00001d004193
MSTRG.16275	Zm00001d004198
MSTRG.16277	Zm00001d004196
MSTRG.16281	Zm00001d004207
MSTRG.16283	Zm00001d004200
MSTRG.16285	Zm00001d004202
MSTRG.16286	Zm00001d004203
MSTRG.16288	Zm00001d004209
MSTRG.16290	Zm00001d004210
MSTRG.16296	Zm00001d004208
MSTRG.16303	Zm00001d004220
MSTRG.16308	Zm00001d004227
MSTRG.16309	Zm00001d004222
MSTRG.16310	Zm00001d004221
MSTRG.16314	Zm00001d004213
MSTRG.16315	Zm00001d004215
MSTRG.16317	Zm00001d004231
MSTRG.16317	Zm00001d004232
MSTRG.16320	Zm00001d004234
MSTRG.16321	Zm00001d004236
MSTRG.16327	Zm00001d004230
MSTRG.16330	Zm00001d004242
MSTRG.16331	Zm00001d004243
MSTRG.16333	Zm00001d004245
MSTRG.16334	Zm00001d004246
MSTRG.16338	Zm00001d004248
MSTRG.16342	Zm00001d004249
MSTRG.16345	Zm00001d004250
MSTRG.16347	Zm00001d004252
MSTRG.16362	Zm00001d004263
MSTRG.16364	Zm00001d004264
MSTRG.16365	Zm00001d004265
MSTRG.16366	Zm00001d004266
MSTRG.16368	Zm00001d004267
MSTRG.16369	Zm00001d004268
MSTRG.16370	Zm00001d004269
MSTRG.16395	Zm00001d004288
MSTRG.16396	Zm00001d004279
MSTRG.16406	Zm00001d004292
MSTRG.16412	Zm00001d004293
MSTRG.16416	Zm00001d004298
MSTRG.16419	Zm00001d004270
MSTRG.16420	Zm00001d004271
MSTRG.16425	Zm00001d004311
MSTRG.16427	Zm00001d004306
MSTRG.16428	Zm00001d004308
MSTRG.16430	Zm00001d004309
MSTRG.16431	Zm00001d004310
MSTRG.16432	Zm00001d004300
MSTRG.16437	Zm00001d004301
MSTRG.16442	Zm00001d004317
MSTRG.16443	Zm00001d004318
MSTRG.16444	Zm00001d004320
MSTRG.16445	Zm00001d004322
MSTRG.16447	Zm00001d004323
MSTRG.16452	Zm00001d004282
MSTRG.16455	Zm00001d004325
MSTRG.16457	Zm00001d004326
MSTRG.16458	Zm00001d004259
MSTRG.16458	Zm00001d004260
MSTRG.16463	Zm00001d004330
MSTRG.16463	Zm00001d004331
MSTRG.16465	Zm00001d004328
MSTRG.16467	Zm00001d004332
MSTRG.16469	Zm00001d004333
MSTRG.16472	Zm00001d004334
MSTRG.16478	Zm00001d004336
MSTRG.16480	Zm00001d004335
MSTRG.16488	Zm00001d004339
MSTRG.16490	Zm00001d004343
MSTRG.16493	Zm00001d004344
MSTRG.16494	Zm00001d004346
MSTRG.16496	Zm00001d004340
MSTRG.16499	Zm00001d004342
MSTRG.16504	Zm00001d004363
MSTRG.16505	Zm00001d004348
MSTRG.16509	Zm00001d004349
MSTRG.16510	Zm00001d004350
MSTRG.16512	Zm00001d004357
MSTRG.16514	Zm00001d004353
MSTRG.16515	Zm00001d004354
MSTRG.16516	Zm00001d004355
MSTRG.16517	Zm00001d004356
MSTRG.16518	Zm00001d004358
MSTRG.16519	Zm00001d004361
MSTRG.16521	Zm00001d004362
MSTRG.16525	Zm00001d004364
MSTRG.16527	Zm00001d004365
MSTRG.16528	Zm00001d004366
MSTRG.16530	Zm00001d004370
MSTRG.16533	Zm00001d004371
MSTRG.16537	Zm00001d004372
MSTRG.16541	Zm00001d004375
MSTRG.16545	Zm00001d004376
MSTRG.16546	Zm00001d004378
MSTRG.16548	Zm00001d004380
MSTRG.16551	Zm00001d004382
MSTRG.16555	Zm00001d004383
MSTRG.16561	Zm00001d004384
MSTRG.16562	Zm00001d004386
MSTRG.16564	Zm00001d004387
MSTRG.16564	Zm00001d004388
MSTRG.16564	Zm00001d004389
MSTRG.16572	Zm00001d004394
MSTRG.16578	Zm00001d004392
MSTRG.16581	Zm00001d004397
MSTRG.16589	Zm00001d004400
MSTRG.16591	Zm00001d004401
MSTRG.16593	Zm00001d004396
MSTRG.16595	Zm00001d004419
MSTRG.16600	Zm00001d004423
MSTRG.16612	Zm00001d004429
MSTRG.16613	Zm00001d004430
MSTRG.16614	Zm00001d004431
MSTRG.16617	Zm00001d004424
MSTRG.16619	Zm00001d004425
MSTRG.16620	Zm00001d004426
MSTRG.16622	Zm00001d004428
MSTRG.16627	Zm00001d004434
MSTRG.16630	Zm00001d004435
MSTRG.16631	Zm00001d004436
MSTRG.16633	Zm00001d004414
MSTRG.16634	Zm00001d004405
MSTRG.16635	Zm00001d004406
MSTRG.16636	Zm00001d004407
MSTRG.16638	Zm00001d004413
MSTRG.16640	Zm00001d004409
MSTRG.16641	Zm00001d004410
MSTRG.16641	Zm00001d004415
MSTRG.16641	Zm00001d004416
MSTRG.16642	Zm00001d004411
MSTRG.16643	Zm00001d004412
MSTRG.16656	Zm00001d004417
MSTRG.16660	Zm00001d004418
MSTRG.16662	Zm00001d004443
MSTRG.16663	Zm00001d004439
MSTRG.16664	Zm00001d004440
MSTRG.16665	Zm00001d004442
MSTRG.16666	Zm00001d004437
MSTRG.16667	Zm00001d004438
MSTRG.16669	Zm00001d004451
MSTRG.16672	Zm00001d004446
MSTRG.16673	Zm00001d004448
MSTRG.16674	Zm00001d004462
MSTRG.16677	Zm00001d004452
MSTRG.16679	Zm00001d004454
MSTRG.16680	Zm00001d004455
MSTRG.16681	Zm00001d004456
MSTRG.16682	Zm00001d004457
MSTRG.16683	Zm00001d004458
MSTRG.16684	Zm00001d004459
MSTRG.16686	Zm00001d004460
MSTRG.16687	Zm00001d004465
MSTRG.16689	Zm00001d004463
MSTRG.16696	Zm00001d004467
MSTRG.16698	Zm00001d004466
MSTRG.16699	Zm00001d004468
MSTRG.16701	Zm00001d004469
MSTRG.16702	Zm00001d004470
MSTRG.16703	Zm00001d004471
MSTRG.16705	Zm00001d004472
MSTRG.16707	Zm00001d004473
MSTRG.16709	Zm00001d004489
MSTRG.16711	Zm00001d004491
MSTRG.16712	Zm00001d004493
MSTRG.16715	Zm00001d004494
MSTRG.16717	Zm00001d004495
MSTRG.16718	Zm00001d004496
MSTRG.16720	Zm00001d004475
MSTRG.16724	Zm00001d004477
MSTRG.16727	Zm00001d004478
MSTRG.16728	Zm00001d004479
MSTRG.16730	Zm00001d004480
MSTRG.16732	Zm00001d004481
MSTRG.16732	Zm00001d004482
MSTRG.16734	Zm00001d004483
MSTRG.16737	Zm00001d004484
MSTRG.16738	Zm00001d004485
MSTRG.16739	Zm00001d004486
MSTRG.16741	Zm00001d004488
MSTRG.16742	Zm00001d004497
MSTRG.16743	Zm00001d004498
MSTRG.16744	Zm00001d004499
MSTRG.16745	Zm00001d004500
MSTRG.16746	Zm00001d004501
MSTRG.16747	Zm00001d004502
MSTRG.16749	Zm00001d004503
MSTRG.16750	Zm00001d004505
MSTRG.16752	Zm00001d004513
MSTRG.16753	Zm00001d004506
MSTRG.16754	Zm00001d004507
MSTRG.16755	Zm00001d004508
MSTRG.16756	Zm00001d004509
MSTRG.16757	Zm00001d004510
MSTRG.16758	Zm00001d004511
MSTRG.16759	Zm00001d004512
MSTRG.16761	Zm00001d004519
MSTRG.16773	Zm00001d004514
MSTRG.16775	Zm00001d004516
MSTRG.16776	Zm00001d004517
MSTRG.16777	Zm00001d004532
MSTRG.16783	Zm00001d004534
MSTRG.16784	Zm00001d004537
MSTRG.16785	Zm00001d004539
MSTRG.16787	Zm00001d004521
MSTRG.16788	Zm00001d004523
MSTRG.16789	Zm00001d004524
MSTRG.16790	Zm00001d004525
MSTRG.16791	Zm00001d004526
MSTRG.16793	Zm00001d004527
MSTRG.16794	Zm00001d004528
MSTRG.16795	Zm00001d004531
MSTRG.16799	Zm00001d004541
MSTRG.16803	Zm00001d004543
MSTRG.16804	Zm00001d004544
MSTRG.16805	Zm00001d004545
MSTRG.16806	Zm00001d004546
MSTRG.16808	Zm00001d004547
MSTRG.16809	Zm00001d004548
MSTRG.16810	Zm00001d004549
MSTRG.16811	Zm00001d004550
MSTRG.16812	Zm00001d004551
MSTRG.16814	Zm00001d004552
MSTRG.16817	Zm00001d004553
MSTRG.16818	Zm00001d004554
MSTRG.16821	Zm00001d004555
MSTRG.16823	Zm00001d004560
MSTRG.16827	Zm00001d004556
MSTRG.16828	Zm00001d004559
MSTRG.16829	Zm00001d004557
MSTRG.16831	Zm00001d004558
MSTRG.16836	Zm00001d004575
MSTRG.16839	Zm00001d004576
MSTRG.16840	Zm00001d004578
MSTRG.16845	Zm00001d004581
MSTRG.16846	Zm00001d004580
MSTRG.16851	Zm00001d004583
MSTRG.16855	Zm00001d004561
MSTRG.16856	Zm00001d004562
MSTRG.16857	Zm00001d004563
MSTRG.16858	Zm00001d004564
MSTRG.16859	Zm00001d004566
MSTRG.16861	Zm00001d004568
MSTRG.16861	Zm00001d004572
MSTRG.16861	Zm00001d004573
MSTRG.16863	Zm00001d004571
MSTRG.16866	Zm00001d004585
MSTRG.16870	Zm00001d004586
MSTRG.16873	Zm00001d004587
MSTRG.16875	Zm00001d004599
MSTRG.16876	Zm00001d004600
MSTRG.16879	Zm00001d004588
MSTRG.16880	Zm00001d004589
MSTRG.16881	Zm00001d004590
MSTRG.16884	Zm00001d004591
MSTRG.16886	Zm00001d004592
MSTRG.16888	Zm00001d004594
MSTRG.16889	Zm00001d004595
MSTRG.16892	Zm00001d004611
MSTRG.16895	Zm00001d004602
MSTRG.16896	Zm00001d004603
MSTRG.16897	Zm00001d004604
MSTRG.16898	Zm00001d004605
MSTRG.16900	Zm00001d004607
MSTRG.16901	Zm00001d004610
MSTRG.16905	Zm00001d004616
MSTRG.16910	Zm00001d004614
MSTRG.16914	Zm00001d004617
MSTRG.16926	Zm00001d004635
MSTRG.16927	Zm00001d004620
MSTRG.16929	Zm00001d004621
MSTRG.16931	Zm00001d004622
MSTRG.16932	Zm00001d004623
MSTRG.16933	Zm00001d004624
MSTRG.16934	Zm00001d004625
MSTRG.16936	Zm00001d004626
MSTRG.16937	Zm00001d004641
MSTRG.16938	Zm00001d004637
MSTRG.16939	Zm00001d004639
MSTRG.16939	Zm00001d004640
MSTRG.16941	Zm00001d004642
MSTRG.16947	Zm00001d004646
MSTRG.16949	Zm00001d004649
MSTRG.16951	Zm00001d004644
MSTRG.16952	Zm00001d004650
MSTRG.16954	Zm00001d004652
MSTRG.16957	Zm00001d004651
MSTRG.16969	Zm00001d004655
MSTRG.16973	Zm00001d004657
MSTRG.16974	Zm00001d004658
MSTRG.16985	Zm00001d004664
MSTRG.16986	Zm00001d004659
MSTRG.16994	Zm00001d004661
MSTRG.16998	Zm00001d004667
MSTRG.17008	Zm00001d004670
MSTRG.17011	Zm00001d004672
MSTRG.17013	Zm00001d004674
MSTRG.17014	Zm00001d004675
MSTRG.17016	Zm00001d004669
MSTRG.17024	Zm00001d004678
MSTRG.17025	Zm00001d004676
MSTRG.17025	Zm00001d004677
MSTRG.17026	Zm00001d004680
MSTRG.17028	Zm00001d004681
MSTRG.17031	Zm00001d004682
MSTRG.17037	Zm00001d004687
MSTRG.17038	Zm00001d004689
MSTRG.17042	Zm00001d004686
MSTRG.17046	Zm00001d004690
MSTRG.17048	Zm00001d004691
MSTRG.17056	Zm00001d004697
MSTRG.17060	Zm00001d004698
MSTRG.17061	Zm00001d004699
MSTRG.17062	Zm00001d004700
MSTRG.17066	Zm00001d004702
MSTRG.17067	Zm00001d004703
MSTRG.17078	Zm00001d004708
MSTRG.17083	Zm00001d004713
MSTRG.17086	Zm00001d004709
MSTRG.17091	Zm00001d004705
MSTRG.17092	Zm00001d004706
MSTRG.17095	Zm00001d004707
MSTRG.17103	Zm00001d004729
MSTRG.17104	Zm00001d004716
MSTRG.17106	Zm00001d004717
MSTRG.17107	Zm00001d004718
MSTRG.17108	Zm00001d004719
MSTRG.17111	Zm00001d004720
MSTRG.17112	Zm00001d004721
MSTRG.17113	Zm00001d004722
MSTRG.17114	Zm00001d004723
MSTRG.17119	Zm00001d004725
MSTRG.17121	Zm00001d004726
MSTRG.17122	Zm00001d004727
MSTRG.17123	Zm00001d004728
MSTRG.17124	Zm00001d004746
MSTRG.17125	Zm00001d004744
MSTRG.17127	Zm00001d004741
MSTRG.17128	Zm00001d004742
MSTRG.17130	Zm00001d004743
MSTRG.17138	Zm00001d004748
MSTRG.17139	Zm00001d004752
MSTRG.17141	Zm00001d004753
MSTRG.17143	Zm00001d004754
MSTRG.17144	Zm00001d004755
MSTRG.17145	Zm00001d004756
MSTRG.17150	Zm00001d004758
MSTRG.17152	Zm00001d004759
MSTRG.17153	Zm00001d004760
MSTRG.17156	Zm00001d004762
MSTRG.17157	Zm00001d004763
MSTRG.17158	Zm00001d004764
MSTRG.17163	Zm00001d004751
MSTRG.17164	Zm00001d004733
MSTRG.17165	Zm00001d004730
MSTRG.17167	Zm00001d004731
MSTRG.17171	Zm00001d004734
MSTRG.17172	Zm00001d004735
MSTRG.17173	Zm00001d004736
MSTRG.17175	Zm00001d004737
MSTRG.17175	Zm00001d004740
MSTRG.17177	Zm00001d004738
MSTRG.17179	Zm00001d004739
MSTRG.17184	Zm00001d004768
MSTRG.17187	Zm00001d004771
MSTRG.17189	Zm00001d004773
MSTRG.17190	Zm00001d004772
MSTRG.17194	Zm00001d004775
MSTRG.17196	Zm00001d004776
MSTRG.17197	Zm00001d004777
MSTRG.17198	Zm00001d004778
MSTRG.17209	Zm00001d004779
MSTRG.17210	Zm00001d004787
MSTRG.17211	Zm00001d004788
MSTRG.17213	Zm00001d004782
MSTRG.17218	Zm00001d004784
MSTRG.17218	Zm00001d004785
MSTRG.17224	Zm00001d004790
MSTRG.17228	Zm00001d004797
MSTRG.17229	Zm00001d004798
MSTRG.17230	Zm00001d004804
MSTRG.17232	Zm00001d004805
MSTRG.17233	Zm00001d004806
MSTRG.17234	Zm00001d004807
MSTRG.17235	Zm00001d004808
MSTRG.17236	Zm00001d004810
MSTRG.17239	Zm00001d004811
MSTRG.17240	Zm00001d004814
MSTRG.17244	Zm00001d004815
MSTRG.17246	Zm00001d004812
MSTRG.17249	Zm00001d004817
MSTRG.17254	Zm00001d004821
MSTRG.17255	Zm00001d004818
MSTRG.17257	Zm00001d004819
MSTRG.17258	Zm00001d004820
MSTRG.17261	Zm00001d004822
MSTRG.17262	Zm00001d004823
MSTRG.17271	Zm00001d004829
MSTRG.17273	Zm00001d004831
MSTRG.17279	Zm00001d004836
MSTRG.17281	Zm00001d004837
MSTRG.17285	Zm00001d004839
MSTRG.17287	Zm00001d004840
MSTRG.17295	Zm00001d004841
MSTRG.17296	Zm00001d004848
MSTRG.17297	Zm00001d004847
MSTRG.17304	Zm00001d004843
MSTRG.17305	Zm00001d004845
MSTRG.17307	Zm00001d004850
MSTRG.17309	Zm00001d004852
MSTRG.17310	Zm00001d004851
MSTRG.17312	Zm00001d004855
MSTRG.17313	Zm00001d004854
MSTRG.17315	Zm00001d004859
MSTRG.17316	Zm00001d004856
MSTRG.17317	Zm00001d004857
MSTRG.17318	Zm00001d004861
MSTRG.17321	Zm00001d004862
MSTRG.17322	Zm00001d004863
MSTRG.17324	Zm00001d004868
MSTRG.17325	Zm00001d004865
MSTRG.17326	Zm00001d004864
MSTRG.17327	Zm00001d004866
MSTRG.17330	Zm00001d004867
MSTRG.17333	Zm00001d004869
MSTRG.17334	Zm00001d004870
MSTRG.17335	Zm00001d004871
MSTRG.17336	Zm00001d004872
MSTRG.17339	Zm00001d004874
MSTRG.17340	Zm00001d004875
MSTRG.17341	Zm00001d004876
MSTRG.17342	Zm00001d004886
MSTRG.17343	Zm00001d004885
MSTRG.17346	Zm00001d004887
MSTRG.17347	Zm00001d004888
MSTRG.17351	Zm00001d004889
MSTRG.17353	Zm00001d004877
MSTRG.17354	Zm00001d004881
MSTRG.17356	Zm00001d004880
MSTRG.17363	Zm00001d004882
MSTRG.17367	Zm00001d004894
MSTRG.17368	Zm00001d004890
MSTRG.17369	Zm00001d004891
MSTRG.17370	Zm00001d004892
MSTRG.17373	Zm00001d004895
MSTRG.17374	Zm00001d004896
MSTRG.17378	Zm00001d004913
MSTRG.17380	Zm00001d004918
MSTRG.17380	Zm00001d004919
MSTRG.17381	Zm00001d004914
MSTRG.17382	Zm00001d004921
MSTRG.17386	Zm00001d004924
MSTRG.17390	Zm00001d004916
MSTRG.17390	Zm00001d004917
MSTRG.17393	Zm00001d004897
MSTRG.17395	Zm00001d004898
MSTRG.17397	Zm00001d004899
MSTRG.17399	Zm00001d004903
MSTRG.17401	Zm00001d004905
MSTRG.17402	Zm00001d004906
MSTRG.17403	Zm00001d004907
MSTRG.17404	Zm00001d004908
MSTRG.17406	Zm00001d004909
MSTRG.17407	Zm00001d004910
MSTRG.17409	Zm00001d004911
MSTRG.17410	Zm00001d004912
MSTRG.17413	Zm00001d004944
MSTRG.17415	Zm00001d004945
MSTRG.17416	Zm00001d004948
MSTRG.17419	Zm00001d004949
MSTRG.17420	Zm00001d004951
MSTRG.17423	Zm00001d004950
MSTRG.17429	Zm00001d004953
MSTRG.17431	Zm00001d004955
MSTRG.17434	Zm00001d004925
MSTRG.17435	Zm00001d004926
MSTRG.17436	Zm00001d004927
MSTRG.17437	Zm00001d004929
MSTRG.17438	Zm00001d004930
MSTRG.17439	Zm00001d004931
MSTRG.17444	Zm00001d004933
MSTRG.17445	Zm00001d004934
MSTRG.17446	Zm00001d004936
MSTRG.17447	Zm00001d004938
MSTRG.17448	Zm00001d004939
MSTRG.17449	Zm00001d004940
MSTRG.17450	Zm00001d004941
