"","v4_gene_model","v3_gene_model","V1"
"13837","Zm00001d016577","GRMZM2G111872","MSTRG.38948"
"13840","Zm00001d016580","GRMZM2G030244","MSTRG.38952"
"13841","Zm00001d016581","GRMZM2G011631","MSTRG.38953"
"13845","Zm00001d016582","GRMZM2G312274","MSTRG.38919"
"13846","Zm00001d016585","GRMZM2G010235","MSTRG.38920"
"13847","Zm00001d016586","GRMZM2G423643","MSTRG.38956"
"13849","Zm00001d016587","GRMZM2G124070","MSTRG.38958"
"13851","Zm00001d016588","GRMZM2G018820","MSTRG.38960"
"13852","Zm00001d016590","GRMZM5G872392","MSTRG.38963"
"13856","Zm00001d016591","GRMZM2G137468","MSTRG.38955"
"13858","Zm00001d016593","GRMZM2G470756","MSTRG.38966"
"13859","Zm00001d016595","GRMZM2G147335","MSTRG.38971"
"13860","Zm00001d016599","GRMZM2G168807","MSTRG.38970"
"13861","Zm00001d016601","GRMZM2G162461","MSTRG.38973"
"13863","Zm00001d016602","GRMZM2G040207","MSTRG.38975"
"13866","Zm00001d016604","GRMZM2G084684","MSTRG.38976"
"13867","Zm00001d016606","GRMZM5G814700","MSTRG.38985"
"13868","Zm00001d016613","GRMZM5G880306","MSTRG.38993"
"13869","Zm00001d016615","GRMZM2G494514","MSTRG.38988"
"13870","Zm00001d016617","AC212967.3_FG001","MSTRG.38997"
"13871","Zm00001d016619","AC214350.3_FG007","MSTRG.38999"
"13872","Zm00001d016620","GRMZM2G504595","MSTRG.39000"
"13873","Zm00001d016621","GRMZM2G005233","MSTRG.39001"
"13874","Zm00001d016623","GRMZM2G047999","MSTRG.39003"
"13876","Zm00001d016625","GRMZM2G170742","MSTRG.38983"
"13877","Zm00001d016627","GRMZM5G875456","MSTRG.38984"
"13878","Zm00001d016632","GRMZM2G320287","MSTRG.39006"
"13879","Zm00001d016634","GRMZM2G477146","MSTRG.39007"
"13880","Zm00001d016635","GRMZM2G177356","MSTRG.39008"
"13881","Zm00001d016636","GRMZM2G177298","MSTRG.39004"
"13882","Zm00001d016637","GRMZM2G449447","Zm00001d016637"
"13883","Zm00001d016640","GRMZM2G136296","MSTRG.39015"
"13885","Zm00001d016647","GRMZM2G368799","MSTRG.39021"
"13886","Zm00001d016649","GRMZM2G095811","MSTRG.39012"
"13887","Zm00001d016650","AC212823.4_FG003","MSTRG.39026"
"13888","Zm00001d016653","GRMZM2G099334","MSTRG.39031"
"13892","Zm00001d016655","GRMZM2G020840","MSTRG.39031"
"13894","Zm00001d016656","GRMZM2G496370","MSTRG.39034"
"13895","Zm00001d016658","GRMZM2G320259","MSTRG.39036"
"13896","Zm00001d016659","GRMZM2G162663","MSTRG.39032"
"13898","Zm00001d016660","GRMZM2G326111","MSTRG.39010"
"13901","Zm00001d016662","GRMZM2G062848","MSTRG.39041"
"13906","Zm00001d016664","GRMZM2G172230","MSTRG.39043"
"13909","Zm00001d016665","GRMZM2G473463","MSTRG.39044"
"13910","Zm00001d016669","GRMZM2G108267","MSTRG.39050"
"13914","Zm00001d016671","GRMZM2G018523","MSTRG.39051"
"13915","Zm00001d016674","GRMZM2G059851","MSTRG.39057"
"13917","Zm00001d016675","GRMZM2G059671","MSTRG.39059"
"13921","Zm00001d016681","GRMZM2G038669","MSTRG.39073"
"13922","Zm00001d016682","GRMZM5G860214","MSTRG.39074"
"13923","Zm00001d016683","GRMZM2G045188","MSTRG.39075"
"13925","Zm00001d016684","GRMZM2G032628","MSTRG.39076"
"13929","Zm00001d016686","GRMZM2G126922","MSTRG.39078"
"13930","Zm00001d016687","GRMZM5G876303","MSTRG.39079"
"13931","Zm00001d016690","GRMZM2G004715","MSTRG.39084"
"13934","Zm00001d016691","GRMZM2G113332","MSTRG.39071"
"13938","Zm00001d016693","GRMZM2G038497","MSTRG.39090"
"13939","Zm00001d016694","GRMZM2G038536","MSTRG.39082"
"13940","Zm00001d016695","GRMZM2G074099","MSTRG.39091"
"13941","Zm00001d016696","GRMZM2G115504","MSTRG.39081"
"13942","Zm00001d016697","GRMZM2G115491","MSTRG.39087"
"13944","Zm00001d016698","GRMZM2G115480","MSTRG.39095"
"13945","Zm00001d016702","GRMZM2G145958","MSTRG.39097"
"13947","Zm00001d016703","GRMZM2G073913","MSTRG.39100"
"13948","Zm00001d016708","GRMZM2G139300","MSTRG.39060"
"13956","Zm00001d016710","GRMZM2G378019","Zm00001d016710"
"13957","Zm00001d016714","GRMZM2G039089","MSTRG.39063"
"13959","Zm00001d016715","GRMZM5G888797","MSTRG.39068"
"13960","Zm00001d016716","GRMZM5G868908","MSTRG.39069"
"13961","Zm00001d016719","GRMZM2G303964","MSTRG.39118"
"13962","Zm00001d016720","GRMZM2G451314","MSTRG.39117"
"13966","Zm00001d016721","GRMZM2G451308","MSTRG.39122"
"13967","Zm00001d016722","GRMZM2G451281","MSTRG.39123"
"13969","Zm00001d016723","GRMZM2G451254","MSTRG.39121"
"13970","Zm00001d016724","AC210009.3_FG008","MSTRG.39126"
"13971","Zm00001d016726","GRMZM2G387624","MSTRG.39128"
"13972","Zm00001d016730","GRMZM2G071484","MSTRG.39131"
"13973","Zm00001d016731","GRMZM2G092588","MSTRG.39132"
"13976","Zm00001d016732","GRMZM2G092609","MSTRG.39133"
"13978","Zm00001d016733","GRMZM2G017991","MSTRG.39124"
"13979","Zm00001d016735","AC233850.1_FG009","MSTRG.39137"
"13980","Zm00001d016736","GRMZM5G864335","MSTRG.39138"
"13981","Zm00001d016737","AC233850.1_FG005","MSTRG.39139"
"13982","Zm00001d016740","AC233850.1_FG003","MSTRG.39141"
"13983","Zm00001d016741","AC233850.1_FG002","MSTRG.39136"
"13984","Zm00001d016743","AC233850.1_FG001","MSTRG.39143"
"13985","Zm00001d016744","GRMZM5G844257","MSTRG.39144"
"13986","Zm00001d016746","GRMZM2G048800","MSTRG.39105"
"13991","Zm00001d016748","GRMZM2G346837","MSTRG.39110"
"13992","Zm00001d016755","GRMZM2G037823","MSTRG.39148"
"13995","Zm00001d016756","GRMZM2G037865","MSTRG.39149"
"13997","Zm00001d016757","GRMZM2G088585","MSTRG.39151"
"13998","Zm00001d016758","GRMZM2G088543","MSTRG.39147"
"13999","Zm00001d016759","GRMZM2G389175","Zm00001d016759"
"14000","Zm00001d016760","GRMZM2G057841","MSTRG.39162"
"14001","Zm00001d016762","GRMZM2G041167","MSTRG.39165"
"14002","Zm00001d016764","GRMZM2G041141","MSTRG.39160"
"14003","Zm00001d016765","GRMZM2G040964","MSTRG.39167"
"14004","Zm00001d016766","GRMZM5G814945","MSTRG.39161"
"14005","Zm00001d016767","GRMZM2G118825","MSTRG.39168"
"14006","Zm00001d016768","GRMZM2G118737","MSTRG.39169"
"14007","Zm00001d016770","GRMZM2G438622","MSTRG.39171"
"14008","Zm00001d016771","GRMZM2G043193","MSTRG.39159"
"14009","Zm00001d016772","GRMZM2G043250","MSTRG.39158"
"14010","Zm00001d016782","GRMZM2G078509","MSTRG.39157"
"14011","Zm00001d016783","GRMZM2G000278","MSTRG.39175"
"14014","Zm00001d016784","GRMZM2G119133","MSTRG.39176"
"14015","Zm00001d016786","GRMZM2G007385","MSTRG.39174"
"14016","Zm00001d016787","GRMZM2G007201","MSTRG.39181"
"14019","Zm00001d016788","GRMZM2G453301","MSTRG.39182"
"14020","Zm00001d016791","GRMZM5G839969","MSTRG.39185"
"14021","Zm00001d016792","GRMZM2G113439","MSTRG.39179"
"14023","Zm00001d016793","GRMZM5G885700","MSTRG.39186"
"14024","Zm00001d016794","GRMZM5G843192","MSTRG.39187"
"14025","Zm00001d016796","GRMZM5G870278","MSTRG.39188"
"14026","Zm00001d016797","GRMZM2G165631","MSTRG.39189"
"14030","Zm00001d016798","GRMZM2G114241","MSTRG.39190"
"14031","Zm00001d016800","GRMZM2G139035","MSTRG.39196"
"14033","Zm00001d016801","GRMZM2G139031","MSTRG.39196"
"14039","Zm00001d016802","GRMZM2G006791","MSTRG.39194"
"14042","Zm00001d016803","GRMZM2G090213","MSTRG.39198"
"14048","Zm00001d016804","GRMZM2G352431","MSTRG.39199"
"14051","Zm00001d016805","GRMZM2G370741","MSTRG.39202"
"14052","Zm00001d016806","GRMZM2G031581","MSTRG.39203"
"14053","Zm00001d016807","GRMZM2G540772","MSTRG.39207"
"14055","Zm00001d016810","GRMZM2G119566","MSTRG.39208"
"14057","Zm00001d016811","GRMZM2G119517","MSTRG.39212"
"14064","Zm00001d016813","GRMZM2G395226","MSTRG.39215"
"14065","Zm00001d016814","GRMZM2G094067","MSTRG.39216"
"14067","Zm00001d016815","AC191246.3_FG006","MSTRG.39217"
"14068","Zm00001d016816","GRMZM2G093716","MSTRG.39204"
"14069","Zm00001d016817","GRMZM2G171565","MSTRG.39218"
"14071","Zm00001d016822","GRMZM2G418916","MSTRG.39173"
"14072","Zm00001d016824","GRMZM2G149865","MSTRG.39230"
"14075","Zm00001d016825","GRMZM5G886785","MSTRG.39233"
"14076","Zm00001d016826","GRMZM2G039841","MSTRG.39231"
"14077","Zm00001d016827","GRMZM2G337749","MSTRG.39231"
"14078","Zm00001d016828","GRMZM2G165521","MSTRG.39231"
"14079","Zm00001d016831","GRMZM2G136143","MSTRG.39244"
"14080","Zm00001d016832","GRMZM2G136178","MSTRG.39248"
"14081","Zm00001d016834","GRMZM2G128146","MSTRG.39252"
"14082","Zm00001d016835","GRMZM2G128189","MSTRG.39238"
"14084","Zm00001d016836","GRMZM5G849788","MSTRG.39253"
"14086","Zm00001d016837","GRMZM2G108085","MSTRG.39239"
"14088","Zm00001d016838","GRMZM2G702026","MSTRG.39248"
"14090","Zm00001d016839","GRMZM2G157817","MSTRG.39255"
"14091","Zm00001d016840","GRMZM2G460958","MSTRG.39257"
"14092","Zm00001d016841","GRMZM5G836353","MSTRG.39258"
"14093","Zm00001d016845","GRMZM2G087068","MSTRG.39254"
"14094","Zm00001d016846","GRMZM2G388099","MSTRG.39262"
"14096","Zm00001d016848","GRMZM2G087040","MSTRG.39264"
"14097","Zm00001d016849","GRMZM2G086946","MSTRG.39265"
"14098","Zm00001d016850","GRMZM2G121468","MSTRG.39266"
"14099","Zm00001d016851","GRMZM2G121525","MSTRG.39267"
"14100","Zm00001d016853","GRMZM2G351454","MSTRG.39268"
"14101","Zm00001d016854","GRMZM2G113325","MSTRG.39258"
"14109","Zm00001d016855","GRMZM2G113409","MSTRG.39270"
"14113","Zm00001d016856","GRMZM2G113453","MSTRG.39259"
"14118","Zm00001d016857","GRMZM2G113583","MSTRG.39273"
"14120","Zm00001d016858","GRMZM2G113596","MSTRG.39274"
"14122","Zm00001d016860","GRMZM2G064255","MSTRG.39269"
"14124","Zm00001d016861","GRMZM2G063864","MSTRG.39276"
"14125","Zm00001d016863","GRMZM2G421231","MSTRG.39278"
"14127","Zm00001d016865","GRMZM2G436328","MSTRG.39280"
"14131","Zm00001d016866","GRMZM2G135816","MSTRG.39281"
"14136","Zm00001d016871","AC212449.4_FG001","Zm00001d016871"
"14137","Zm00001d016873","GRMZM5G839518","MSTRG.39222"
"14138","Zm00001d016874","GRMZM2G331253","MSTRG.39224"
"14140","Zm00001d016876","GRMZM2G380094","MSTRG.39221"
"14142","Zm00001d016877","GRMZM2G061783","MSTRG.39302"
"14144","Zm00001d016878","GRMZM2G127963","MSTRG.39304"
"14146","Zm00001d016879","GRMZM2G127984","MSTRG.39303"
"14147","Zm00001d016883","GRMZM2G128029","MSTRG.39308"
"14148","Zm00001d016884","GRMZM2G061700","MSTRG.39309"
"14149","Zm00001d016889","GRMZM2G412136","MSTRG.39315"
"14150","Zm00001d016890","GRMZM2G070633","MSTRG.39317"
"14151","Zm00001d016891","GRMZM2G070708","MSTRG.39318"
"14153","Zm00001d016893","GRMZM5G861800","MSTRG.39313"
"14154","Zm00001d016894","GRMZM2G052699","MSTRG.39321"
"14155","Zm00001d016895","GRMZM2G049675","MSTRG.39317"
"14156","Zm00001d016896","GRMZM2G049798","MSTRG.39324"
"14157","Zm00001d016898","GRMZM2G105400","MSTRG.39327"
"14159","Zm00001d016900","GRMZM2G105429","MSTRG.39329"
"14160","Zm00001d016901","GRMZM2G105460","MSTRG.39332"
"14161","Zm00001d016902","GRMZM2G105466","MSTRG.39321"
"14162","Zm00001d016903","GRMZM2G404755","MSTRG.39333"
"14163","Zm00001d016906","GRMZM2G404767","MSTRG.39335"
"14164","Zm00001d016907","GRMZM2G404769","MSTRG.39336"
"14165","Zm00001d016908","GRMZM2G176358","MSTRG.39337"
"14166","Zm00001d016909","GRMZM2G176304","MSTRG.39339"
"14167","Zm00001d016910","GRMZM2G476049","MSTRG.39341"
"14168","Zm00001d016911","GRMZM2G023988","MSTRG.39326"
"14177","Zm00001d016913","GRMZM2G024697","MSTRG.39345"
"14178","Zm00001d016914","GRMZM2G328814","MSTRG.39346"
"14179","Zm00001d016915","GRMZM2G024739","MSTRG.39347"
"14185","Zm00001d016916","GRMZM2G025236","MSTRG.39322"
"14187","Zm00001d016918","GRMZM2G072146","MSTRG.39348"
"14189","Zm00001d016919","GRMZM2G049372","MSTRG.39285"
"14190","Zm00001d016921","GRMZM5G876597","MSTRG.39350"
"14191","Zm00001d016922","GRMZM5G839593","MSTRG.39351"
"14192","Zm00001d016923","GRMZM2G170561","MSTRG.39352"
"14193","Zm00001d016924","GRMZM2G040481","MSTRG.39355"
"14194","Zm00001d016926","GRMZM2G040511","MSTRG.39357"
"14202","Zm00001d016928","GRMZM2G115420","MSTRG.39358"
"14204","Zm00001d016932","GRMZM5G814057","MSTRG.39287"
"14205","Zm00001d016933","GRMZM2G056505","MSTRG.39288"
"14207","Zm00001d016934","GRMZM2G056629","MSTRG.39289"
"14208","Zm00001d016935","GRMZM2G075637","MSTRG.39293"
"14209","Zm00001d016938","GRMZM2G081589","MSTRG.39295"
"14214","Zm00001d016939","GRMZM2G138365","MSTRG.39296"
"14215","Zm00001d016941","GRMZM2G156734","MSTRG.39298"
"14217","Zm00001d016942","GRMZM2G132706","MSTRG.39300"
"14218","Zm00001d016943","GRMZM5G870219","MSTRG.39292"
"14219","Zm00001d016946","GRMZM2G129929","MSTRG.39364"
"14220","Zm00001d016949","GRMZM2G027193","MSTRG.39365"
"14222","Zm00001d016950","GRMZM2G146380","MSTRG.39361"
"14223","Zm00001d016952","GRMZM2G001223","MSTRG.39372"
"14225","Zm00001d016954","AC190990.2_FG005","MSTRG.39374"
"14226","Zm00001d016956","GRMZM2G099989","MSTRG.39378"
"14227","Zm00001d016957","GRMZM2G492156","MSTRG.39380"
"14228","Zm00001d016963","GRMZM2G103152","MSTRG.39387"
"14229","Zm00001d016969","GRMZM2G454702","MSTRG.39393"
"14230","Zm00001d016972","GRMZM5G896337","MSTRG.39427"
"14231","Zm00001d016973","GRMZM2G459166","MSTRG.39426"
"14233","Zm00001d016975","GRMZM2G086246","MSTRG.39432"
"14234","Zm00001d016977","GRMZM5G861269","MSTRG.39434"
"14235","Zm00001d016979","GRMZM2G410710","MSTRG.39436"
"14236","Zm00001d016980","GRMZM2G176382","MSTRG.39437"
"14237","Zm00001d016982","GRMZM2G176253","MSTRG.39439"
"14238","Zm00001d016987","GRMZM2G095861","MSTRG.39441"
"14239","Zm00001d016988","GRMZM2G095782","MSTRG.39443"
"14243","Zm00001d016990","GRMZM5G884270","MSTRG.39442"
"14244","Zm00001d016991","GRMZM2G377168","MSTRG.39442"
"14245","Zm00001d016992","GRMZM2G077612","MSTRG.39444"
"14246","Zm00001d016993","GRMZM2G444643","MSTRG.39445"
"14247","Zm00001d016996","GRMZM2G433002","MSTRG.39446"
"14248","Zm00001d016997","GRMZM2G131746","MSTRG.39447"
"14249","Zm00001d016998","GRMZM2G131727","MSTRG.39448"
"14252","Zm00001d016999","GRMZM2G060355","MSTRG.39449"
"14254","Zm00001d017000","GRMZM2G106412","MSTRG.39450"
"14257","Zm00001d017001","GRMZM2G441226","MSTRG.39451"
"14258","Zm00001d017002","GRMZM2G443180","MSTRG.39452"
"14259","Zm00001d017006","GRMZM2G121236","MSTRG.39456"
"14260","Zm00001d017009","GRMZM2G088747","MSTRG.39402"
"14261","Zm00001d017011","GRMZM2G088736","MSTRG.39404"
"14262","Zm00001d017014","GRMZM5G882364","MSTRG.39407"
"14263","Zm00001d017019","GRMZM2G160710","MSTRG.39401"
"14264","Zm00001d017026","GRMZM2G024693","MSTRG.39417"
"14265","Zm00001d017028","GRMZM2G101519","Zm00001d017028"
"14266","Zm00001d017032","GRMZM2G109959","MSTRG.39422"
"14267","Zm00001d017033","GRMZM2G122276","MSTRG.39460"
"14270","Zm00001d017034","GRMZM2G556845","MSTRG.39461"
"14273","Zm00001d017036","GRMZM2G013324","MSTRG.39463"
"14278","Zm00001d017037","GRMZM2G095144","MSTRG.39464"
"14280","Zm00001d017041","AC233938.1_FG003","MSTRG.39469"
"14281","Zm00001d017042","GRMZM2G172900","MSTRG.39459"
"14283","Zm00001d017043","GRMZM2G089517","MSTRG.39473"
"14286","Zm00001d017045","GRMZM2G352274","MSTRG.39475"
"14288","Zm00001d017046","GRMZM2G113064","MSTRG.39476"
"14289","Zm00001d017047","GRMZM2G003384","MSTRG.39471"
"14290","Zm00001d017049","GRMZM2G168176","MSTRG.39457"
"14291","Zm00001d017050","GRMZM2G051079","MSTRG.39477"
"14292","Zm00001d017053","GRMZM2G159660","MSTRG.39479"
"14298","Zm00001d017054","GRMZM2G702064","MSTRG.39480"
"14299","Zm00001d017061","GRMZM2G390560","MSTRG.39488"
"14300","Zm00001d017065","GRMZM2G056988","MSTRG.39493"
"14301","Zm00001d017067","GRMZM2G057184","MSTRG.39495"
"14305","Zm00001d017069","GRMZM2G092780","MSTRG.39492"
"14308","Zm00001d017070","GRMZM2G092743","MSTRG.39497"
"14309","Zm00001d017071","GRMZM2G092672","MSTRG.39498"
"14310","Zm00001d017072","GRMZM2G092447","MSTRG.39484"
"14314","Zm00001d017076","GRMZM2G495613","MSTRG.39502"
"14315","Zm00001d017077","GRMZM2G025832","MSTRG.39504"
"14318","Zm00001d017078","GRMZM2G044273","MSTRG.39508"
"14319","Zm00001d017079","GRMZM2G044359","MSTRG.39505"
"14320","Zm00001d017084","GRMZM2G038073","MSTRG.39512"
"14324","Zm00001d017085","GRMZM2G079682","MSTRG.39510"
"14326","Zm00001d017086","GRMZM2G381283","MSTRG.39514"
"14327","Zm00001d017088","GRMZM2G029810","MSTRG.39507"
"14328","Zm00001d017089","GRMZM2G029922","MSTRG.39515"
"14332","Zm00001d017090","GRMZM2G026085","MSTRG.39520"
"14333","Zm00001d017092","GRMZM2G106061","MSTRG.39517"
"14334","Zm00001d017094","GRMZM2G139614","MSTRG.39523"
"14336","Zm00001d017095","GRMZM2G179294","MSTRG.39525"
"14337","Zm00001d017096","GRMZM2G179308","MSTRG.39526"
"14339","Zm00001d017097","GRMZM2G399952","MSTRG.39527"
"14341","Zm00001d017099","AC195347.4_FG004","MSTRG.39524"
"14342","Zm00001d017100","GRMZM2G101274","MSTRG.39527"
"14345","Zm00001d017101","GRMZM2G121115","MSTRG.39529"
"14346","Zm00001d017102","GRMZM2G121160","MSTRG.39530"
"14347","Zm00001d017103","GRMZM2G121166","MSTRG.39531"
"14348","Zm00001d017106","AC205703.4_FG002","MSTRG.39528"
"14349","Zm00001d017107","AC205703.4_FG001","MSTRG.39534"
"14350","Zm00001d017110","AC205703.4_FG005","MSTRG.39538"
"14351","Zm00001d017111","AC205703.4_FG006","MSTRG.39539"
"14352","Zm00001d017112","GRMZM5G834874","MSTRG.39532"
"14353","Zm00001d017113","AC205703.4_FG010","MSTRG.39540"
"14354","Zm00001d017114","GRMZM2G144166","MSTRG.39541"
"14360","Zm00001d017117","GRMZM2G029583","MSTRG.39545"
"14361","Zm00001d017118","GRMZM2G030606","MSTRG.39547"
"14362","Zm00001d017119","GRMZM2G031107","MSTRG.39548"
"14364","Zm00001d017120","GRMZM2G031496","MSTRG.39549"
"14368","Zm00001d017121","GRMZM2G176307","MSTRG.39542"
"14369","Zm00001d017124","GRMZM2G308189","MSTRG.39554"
"14371","Zm00001d017125","GRMZM2G308203","MSTRG.39545"
"14374","Zm00001d017126","GRMZM2G006707","MSTRG.39555"
"14376","Zm00001d017128","GRMZM2G115755","MSTRG.39559"
"14378","Zm00001d017129","GRMZM2G408012","MSTRG.39560"
"14379","Zm00001d017130","GRMZM2G024550","MSTRG.39561"
"14385","Zm00001d017131","GRMZM2G024451","MSTRG.39562"
"14387","Zm00001d017134","GRMZM2G127121","MSTRG.39564"
"14388","Zm00001d017135","GRMZM2G300771","MSTRG.39569"
"14389","Zm00001d017138","GRMZM2G137426","MSTRG.39572"
"14390","Zm00001d017139","GRMZM2G137409","MSTRG.39574"
"14396","Zm00001d017140","GRMZM2G137399","MSTRG.39575"
"14397","Zm00001d017141","GRMZM2G137375","MSTRG.39573"
"14398","Zm00001d017144","GRMZM2G001033","MSTRG.39563"
"14399","Zm00001d017145","GRMZM2G128880","MSTRG.39579"
"14402","Zm00001d017146","GRMZM2G128902","MSTRG.39567"
"14403","Zm00001d017147","GRMZM2G095299","MSTRG.39583"
"14404","Zm00001d017150","GRMZM2G095194","MSTRG.39585"
"14405","Zm00001d017151","GRMZM2G095147","MSTRG.39586"
"14409","Zm00001d017152","GRMZM2G129189","MSTRG.39587"
"14411","Zm00001d017153","GRMZM2G028096","MSTRG.39588"
"14414","Zm00001d017157","GRMZM2G001097","MSTRG.39591"
"14415","Zm00001d017158","GRMZM2G300812","MSTRG.39592"
"14416","Zm00001d017160","GRMZM2G001164","MSTRG.39595"
"14417","Zm00001d017164","GRMZM2G117108","MSTRG.39558"
"14418","Zm00001d017165","GRMZM2G106653","MSTRG.39619"
"14419","Zm00001d017166","GRMZM2G314656","MSTRG.39620"
"14420","Zm00001d017167","GRMZM2G007466","MSTRG.39623"
"14422","Zm00001d017168","GRMZM2G007647","MSTRG.39624"
"14423","Zm00001d017169","GRMZM2G007835","MSTRG.39625"
"14424","Zm00001d017170","GRMZM2G309368","MSTRG.39617"
"14426","Zm00001d017171","GRMZM2G099891","MSTRG.39628"
"14427","Zm00001d017173","GRMZM2G014716","MSTRG.39627"
"14428","Zm00001d017174","GRMZM2G012841","MSTRG.39630"
"14429","Zm00001d017175","GRMZM2G014750","MSTRG.39632"
"14433","Zm00001d017176","GRMZM2G021777","MSTRG.39634"
"14435","Zm00001d017177","GRMZM2G027105","MSTRG.39598"
"14436","Zm00001d017178","GRMZM2G081826","MSTRG.39611"
"14437","Zm00001d017179","GRMZM2G081955","MSTRG.39612"
"14440","Zm00001d017184","GRMZM2G702108","MSTRG.39604"
"14441","Zm00001d017185","GRMZM2G035477","MSTRG.39606"
"14444","Zm00001d017186","GRMZM2G035584","MSTRG.39613"
"14448","Zm00001d017187","GRMZM2G036590","MSTRG.39614"
"14449","Zm00001d017189","GRMZM2G099850","MSTRG.39616"
"14450","Zm00001d017193","GRMZM2G052341","MSTRG.39682"
"14451","Zm00001d017195","GRMZM2G443548","MSTRG.39684"
"14452","Zm00001d017197","GRMZM2G142088","MSTRG.39677"
"14453","Zm00001d017199","GRMZM2G072034","MSTRG.39678"
"14454","Zm00001d017201","GRMZM5G827398","MSTRG.39690"
"14455","Zm00001d017202","GRMZM2G149189","MSTRG.39691"
"14457","Zm00001d017203","GRMZM5G863385","MSTRG.39692"
"14458","Zm00001d017204","GRMZM2G071846","MSTRG.39693"
"14460","Zm00001d017205","GRMZM2G020976","MSTRG.39686"
"14461","Zm00001d017206","GRMZM2G094831","MSTRG.39696"
"14462","Zm00001d017207","GRMZM2G366434","MSTRG.39697"
"14465","Zm00001d017208","GRMZM2G097015","MSTRG.39699"
"14467","Zm00001d017209","GRMZM2G422510","MSTRG.39700"
"14468","Zm00001d017210","GRMZM2G422499","MSTRG.39701"
"14469","Zm00001d017212","GRMZM2G026943","MSTRG.39702"
"14470","Zm00001d017213","GRMZM2G026839","MSTRG.39703"
"14471","Zm00001d017214","GRMZM2G392794","MSTRG.39704"
"14472","Zm00001d017215","GRMZM5G881044","MSTRG.39705"
"14473","Zm00001d017216","GRMZM2G392798","MSTRG.39706"
"14476","Zm00001d017225","AC203359.3_FG001","MSTRG.39642"
"14477","Zm00001d017226","GRMZM2G463711","Zm00001d017226"
"14478","Zm00001d017233","GRMZM2G461231","MSTRG.39666"
"14479","Zm00001d017236","GRMZM2G079596","MSTRG.39668"
"14480","Zm00001d017239","GRMZM2G148301","MSTRG.39670"
"14481","Zm00001d017240","GRMZM2G148387","MSTRG.39673"
"14483","Zm00001d017241","GRMZM2G148453","MSTRG.39674"
"14486","Zm00001d017242","GRMZM2G153227","MSTRG.39675"
"14487","Zm00001d017243","GRMZM2G027697","MSTRG.39651"
"14489","Zm00001d017245","GRMZM2G430463","MSTRG.39652"
"14490","Zm00001d017246","GRMZM2G094563","MSTRG.39654"
"14492","Zm00001d017247","GRMZM2G094602","MSTRG.39656"
"14493","Zm00001d017248","GRMZM2G028830","MSTRG.39659"
"14494","Zm00001d017249","GRMZM2G028736","MSTRG.39661"
"14496","Zm00001d017250","GRMZM2G332843","MSTRG.39653"
"14497","Zm00001d017251","GRMZM2G075255","MSTRG.39709"
"14498","Zm00001d017252","GRMZM2G362883","MSTRG.39713"
"14499","Zm00001d017258","GRMZM2G064695","MSTRG.39723"
"14500","Zm00001d017261","GRMZM2G075683","MSTRG.39729"
"14502","Zm00001d017263","GRMZM2G095382","MSTRG.39734"
"14503","Zm00001d017264","GRMZM2G014560","MSTRG.39736"
"14504","Zm00001d017268","GRMZM2G095904","MSTRG.39738"
"14505","Zm00001d017270","GRMZM2G096753","MSTRG.39737"
"14509","Zm00001d017271","GRMZM2G540538","MSTRG.39741"
"14510","Zm00001d017272","AC204476.3_FG004","MSTRG.39742"
"14511","Zm00001d017275","GRMZM2G029048","MSTRG.39740"
